Marque,Type de Vehicule,Nom du model,Annee,Couleur,Moteur,Chevaux,Prix (en euros),Description
Maserati,Collection,Boomerang,1972,Gris,V8,430,"3,800,000","La Maserati Boomerang est un concept car unique et révolutionnaire présenté pour la première fois en 1972. Conçu par le célèbre designer italien Giorgetto Giugiaro, ce véhicule se distingue par ses lignes angulaires tranchantes et son design futuriste qui a marqué les esprits et influencé le design automobile pendant des années. Le Boomerang était bien plus qu'une simple étude de style; il était entièrement fonctionnel, équipé d'un moteur V8 Maserati produisant une puissance impressionnante. Bien qu'il n'ait jamais été destiné à la production en série, le Boomerang a établi des standards en matière de design automobile et reste une icône de l'innovation et de l'audace de Maserati. Son héritage perdure dans de nombreux véhicules conçus après lui, faisant de ce concept car un véritable jalon dans l'histoire de l'automobile."
Ferrari,Sportive,LaFerrari,2013,Rouge,V12,950,"3,600,000","La Ferrari LaFerrari est une voiture hybride haute performance produite par Ferrari entre 2013 et 2016. Elle était équipée d'un moteur V12 atmosphérique de 6,3 litres, associé à un moteur électrique, offrant une puissance totale combinée de plus de 950 chevaux. La LaFerrari était la première Ferrari à utiliser un système de récupération d'énergie cinétique (KERS) dérivé de la Formule 1, lui conférant des performances extraordinaires sur piste et sur route. Elle était également dotée de technologies aérodynamiques avancées pour une efficacité maximale."
Ferrari,Sportive,488 pista spider,2019,Blanc,V8,710,"440,000","La Ferrari 488 Pista spider a été dévoilée pour la première fois au Salon de l'Automobile de Genève en 2018. Elle s'inscrit dans la lignée des versions ""Speciale"" de Ferrari, telles que la 458 Speciale et la 430 Scuderia, qui sont des variantes plus légères, plus puissantes et plus orientées vers la piste des modèles de production standard. La 488 Pista est une évolution naturelle de la 488 GTB, bénéficiant de nombreuses améliorations techniques et aérodynamiques pour offrir des performances encore plus impressionnantes."
Ferrari,Sportive,SF90 Stradale,2020,Noir,V8,1000,"600,000","La Ferrari SF90 Stradale est la première Ferrari de série à propulsion hybride plug-in (PHEV). Dotée d'un moteur V8 biturbo de 4,0 litres associé à trois moteurs électriques, la SF90 Stradale offre une puissance totale de plus de 1 000 chevaux, ce qui en fait la Ferrari de série la plus puissante à ce jour. Elle est également la première Ferrari à être équipée de quatre roues motrices. La SF90 Stradale est conçue pour offrir des performances de supercar extrêmes tout en offrant une efficacité énergétique améliorée grâce à son système hybride avancé."
Ferrari,Sportive,F8 SPIDER,2022,Jaune,V8,710,"360,000","La Ferrari F8 Tributo est la dernière berlinette à moteur V8 central-arrière 100% thermique de la firme de Maranello, elle est plus puissante de 50 chevaux et plus légère de 20 kg que la 488 Spider. Sans aucun lag de turbo, son V8 est l'un des plus performants au monde et sa mélodie reste voluptueuse. Dans la déclinaison F8 Spider, la voiture peut passer en cabriolet en seulement 14 secondes, et ce, jusqu'à 45 km/h. Le V8 biturbo 3.9L en position centrale arrière de la F8, issu de la 488 Pista et élu pendant 4 années consécutives le meilleur V8 du monde, développe donc 720 chevaux, soit 185 chevaux par litre. Ainsi, l'auto est propulsée à 100 km/h en seulement 2,9 secondes et à 200 km/h en 8,2 secondes ! La vitesse maximale du modèle est donnée pour 340 km/h."
Ferrari,Sportive,458 SPIDER,2011,Rouge,V8,570,"220,000","La Ferrari 458 Spider est une supercar décapotable produite par le constructeur automobile italien Ferrari. Elle a été dévoilée en 2011 au Salon de l'automobile de Francfort en remplacement de la Ferrari F430 Spider. Cette voiture est le cabriolet de la Ferrari 458 Italia, qui a été lancée un an auparavant. Elle partage la plupart de ses caractéristiques techniques avec la 458 Italia, notamment son moteur V8 de 4,5 litres développant environ 570 chevaux. Cela lui permet d'atteindre une vitesse de pointe de plus de 320 km/h et d'accélérer de 0 à 100 km/h en seulement 3,4 secondes. La 458 Spider est équipée d'un toit rigide escamotable en aluminium qui se replie ou se déploie en seulement 14 secondes. Ce toit peut être actionné à des vitesses allant jusqu'à 50 km/h, offrant ainsi une polyvalence remarquable en termes de conduite."
Mercedes,Sportive,Project ONE,2017,Gris,V6,1049,"2,275,000","La Mercedes-AMG Project ONE est une hypercar révolutionnaire inspirée de la technologie de la Formule 1. Dévoilée pour la première fois au Salon de l'Automobile de Francfort en 2017, la Project ONE repousse les limites de l'ingénierie automobile avec son groupe motopropulseur hybride haute performance directement dérivé des voitures de course de Mercedes-AMG Petronas Formula One Team. Dotée d'un moteur V6 turbo hybride et de quatre moteurs électriques, la Project ONE offre des performances impressionnantes sur route et une expérience de conduite incomparable. Avec une production limitée à seulement 275 exemplaires, la Project ONE représente le summum du savoir-faire technologique de Mercedes-AMG."
Mercedes,Sportive,AMG GT,2014,Jaune,V8,620,"160,000","La Mercedes-AMG GT est une voiture de sport développée par Mercedes-AMG, la branche hautes performances de Mercedes-Benz. Elle a été introduite en 2014 en remplacement de la SLS AMG. La GT est proposée dans différentes variantes, allant de la GT de base à la puissante GT R et à la GT Black Series. Ces modèles incarnent l'expertise de Mercedes-AMG en matière de performances et de design, offrant une expérience de conduite exaltante associée au confort et au luxe caractéristiques de Mercedes-Benz."
Mercedes,Sportive,AMG GT 4-Door Coupe,2019,Rouge,V8,459,"220,000","La Mercedes-AMG GT 4-Door Coupe est une extension de la gamme AMG GT, offrant les performances et le style emblématiques de la GT dans une configuration de berline à quatre portes. Elle a été présentée pour la première fois en 2018 au Salon de l'Automobile de Genève. Disponible dans une variété de configurations, y compris des versions à quatre roues motrices et des modèles équipés du système de propulsion hybride EQ Boost, la GT 4-Door Coupe offre une combinaison unique de performances et de praticité."
Mercedes,Sportive,Classe S 65 AMG,2019,Noir,V12,630,"150,000",Cette Mercedes classe S65 AMG est une belle illustration de la personalisation poussée dans le détail puisqu'elle a été revisitée par la maison japonaise Wald International. Dans la catégorie des limousines de luxe musclées la S65 AMG s'impose comme une auto incontournable. Un concept comme seul AMG sait le proposer où l'équipement high-tech côtoie la haute performance avec un côté bestial bien camouflé. Sa mécanique est un colossal V12 suralimenté par 2 turbos pour une puissance allant jusqu'à 630 chevaux et s'exprimant dans une sonorité dénotant avec l'allure et le positionnement de l'auto.
Mercedes,Sportive,SLR MCLAREN,2003,Gris,V8,626,"400,000","Fruit d’une étroite collaboration entre McLaren et Mercedes-Benz, la SLR est présentée dans sa version finale au Salon de Francfort en 2003. 2157 exemplaires seront produits, toutes versions confondues. La SLR vient alors concurrencer la Ferrari Enzo et la Porsche Carrera GT avec une ligne futuriste, notamment avec ce capot des plus impressionnants, et un bruit de compresseur inimitable. Cette Mercedes rend hommage aux célèbres Flèches d’Argent et surtout à la 300 SLR à laquelle elle emprunte le nom. Sous le capot, on retrouve un V8 Mercedes-AMG qui délivre 626 chevaux et pas moins de 780 nm de couple ! Un aileron actif équipe l’auto pour assurer un aérodynamisme efficace à très haute vitesse. Sa suspension est issue du sport automobile, on retrouve également des disques carbone-céramique. Le 0 à 100 km/h est annoncé en 3,8 secondes pour une vitesse maximale de 334 km/h. Le châssis de la SLR, une monocoque en carbone, est assemblé à Woking dans les usines de McLaren."
Porsche,Sportive,911 GT3 RS,2020,Noir,F6,518,"310,000","La Porsche 991 II GT3 RS est à sa sortie la déclinaison au moteur atmosphérique le plus puissant dans la gamme 911. Cette auto ultra-radicale et pistarde dans l'âme s'habille de série d'un immense aileron arrière fixe, de jantes à écrou central, de sorties d'air supplémentaires, mais aussi à l'intérieur de l'imposant arceau-cage, d'un harnais 6 points ou encore des sièges baquets de la 918 Spyder. Pour mériter le prestigieux label RS, cette 991 bénéficie évidemment d'une augmentation de cylindrée, d'un allègement, d'une optimisation de l'aérodynamique et des trains roulants. Radicale mais pas inutilisable au quotidien, la GT3 RS dispose de 520 ch tirés de son flat six cycilndres atmosphérique. Cela lui permet de revendiquer un 0 à 100 km/h abattu en 3,2 secondes et une vitesse maximale de 312 km/h."
Porsche,Sportive,991 II GT2 RS PACK WEISSACH,2018,Jaune,F6,700,"310,000","L’agressivité est totale lorsque la main gauche tourne la clé de contact. Le flat six s’ébroue et se stabilise sur un ralenti aussi sonore que sourd émanant de l’échappement en titane. La mise en route est facile, en large partie grâce à la perfection de la boîte à double embrayage PDK7, aussi à l’aise en manœuvres qu’à pleine charge. L’ambiance à bord est très 911 RS, une orgie d’alcantara et de carbone du plus bel effet. Porsche extrait du flat six biturbo de 3800 cm3 un couple de 750 Nm entre 2500 et 4500 t/min, et la puissance culmine à 700 chevaux à 7000 t/min. Porsche est resté fidèle à sa recette de base, avec deux turbocompresseurs à géométrie variable, mais le bond par rapport aux 911 de pointe est énorme: +50 Nm et +80 ch par rapport à la 997.2 GT2 RS, +120 ch par rapport à la 991 Turbo S contemporaine."
Porsche,Sportive,918 Spyder,2014,Gris,V8,800,"1,400,000","La Porsche 918 Spyder, dévoilée en 2014, incarne l'apogée de l'ingénierie automobile moderne. Cette supercar hybride réunit un design saisissant, une technologie de pointe et des performances stupéfiantes pour offrir une expérience de conduite inégalée. Dès son introduction, la 918 Spyder a captivé l'imagination des passionnés d'automobile du monde entier. Son design audacieux, mêlant lignes fluides et éléments aérodynamiques, témoigne de l'attention portée aux détails chez Porsche. La carrosserie en fibre de carbone, légère et rigide, contribue à sa performance exceptionnelle. Sous le capot, la 918 Spyder abrite un système de propulsion hybride sophistiqué. Un moteur V8 atmosphérique de 4,6 litres, associé à deux moteurs électriques, génère une puissance combinée de plus de 800 chevaux. Cette puissance est transmise aux quatre roues, offrant une accélération fulgurante et une tenue de route exceptionnelle."
Porsche,Sportive,718 CAYMAN GT4 RS,2019,Gris,F6,400,"160,000","La Porsche 718 Cayman GT4 RS, lancée en tant que dernière itération de la lignée emblématique Cayman, représente l'apogée de la performance dans sa catégorie. Propulsée par un moteur six cylindres à plat de haute performance, la GT4 RS développe une puissance impressionnante de plus de 400 chevaux, permettant des accélérations fulgurantes et des sensations fortes à chaque pression sur l'accélérateur. Grâce à cette puissance, la GT4 RS est capable d'atteindre une vitesse de pointe remarquable, dépassant les 300 km/h. Cette performance est soutenue par un châssis affûté, une aérodynamique optimisée et une suspension recalibrée, assurant une tenue de route exceptionnelle même à des vitesses élevées. Ainsi, la Porsche 718 Cayman GT4 RS incarne l'esprit de compétition et d'excellence de Porsche, offrant des performances impressionnantes sur route et sur piste, tout en conservant le caractère distinctif et l'émotion propre à la marque."
Porsche,Sportive, 911 Turbo S cabriolet,2015,Bleu,F6,600,"260,000","La Porsche 911 Turbo S Cabriolet est le summum du luxe et de la performance dans la gamme 911. Propulsé par un moteur six cylindres à plat biturbo, il développe une puissance impressionnante de plus de 600 chevaux. Cette puissance est associée à une transmission PDK à huit rapports, offrant des accélérations fulgurantes et des performances dynamiques. Malgré son caractère cabriolet, le 911 Turbo S Cabriolet ne sacrifie rien en termes de performances. Capable d'atteindre une vitesse de pointe remarquable, dépassant les 300 km/h, il offre une expérience de conduite sensationnelle à ciel ouvert. Outre ses performances impressionnantes, le 911 Turbo S Cabriolet se distingue par son design élégant et sportif. La capote électrique se déploie en quelques secondes, ajoutant une touche de sophistication à son allure déjà remarquable. À l'intérieur, l'habitacle est un mélange de luxe et de technologie, avec des matériaux haut de gamme et des équipements de pointe pour offrir un confort optimal à ses occupants."
Porsche,Sportive,718 Boxster GTS 4,2023,Gris,F6,400,"102,000","La Porsche 718 Boxster GTS 4.0 (2023) est une étape marquante dans l'évolution de la gamme Boxster. Dotée d'un moteur six cylindres à plat atmosphérique de 4,0 litres, elle développe une puissance impressionnante de plus de 400 chevaux. Grâce à cette puissance, elle offre des performances dynamiques, propulsant le véhicule de 0 à 100 km/h en un temps remarquablement court. En termes de vitesse maximale, la Boxster GTS 4.0 dépasse aisément les 280 km/h, offrant des sensations fortes à ceux qui ont le privilège de prendre le volant. Associée à une tenue de route précise et à une maniabilité agile, elle offre une expérience de conduite palpitante sur route sinueuse ou sur circuit."
Porsche,Sportive,911 Carrera 4S cabriolet,2020,Bleu,F6,400,"200,000","La Porsche 911 Carrera 4S Cabriolet (2020) incarne l'excellence dans le monde des voitures de sport décapotables. Dotée d'un moteur six cylindres à plat turbocompressé, elle développe une puissance impressionnante de plus de 400 chevaux, offrant des performances à couper le souffle à chaque pression sur l'accélérateur. Grâce à sa transmission intégrale, la Carrera 4S Cabriolet offre une adhérence exceptionnelle sur toutes les surfaces, permettant une accélération incroyable de 0 à 100 km/h en seulement quelques secondes. Quant à sa vitesse maximale, elle dépasse aisément les 280 km/h, offrant des sensations fortes à ceux qui ont la chance de prendre le volant. Au-delà de ses performances impressionnantes, la Carrera 4S Cabriolet séduit également par son design emblématique, avec ses lignes élégantes et ses proportions équilibrées. L'intérieur raffiné est conçu avec des matériaux de haute qualité et des technologies de pointe, offrant un confort et une connectivité de premier ordre à ses occupants."
Porsche,Sportive,Taycan Turbo S,2022,Blanc,Electrique,700,"160,000","Le Porsche Taycan Turbo S est une véritable prouesse d'ingénierie, représentant l'apogée de la performance électrique. Doté de deux moteurs électriques générant une puissance combinée de plus de 700 chevaux, il offre des accélérations stupéfiantes et une réponse instantanée de l'accélérateur. Grâce à cette puissance, le Taycan Turbo S peut atteindre une vitesse maximale impressionnante, dépassant les 260 km/h, faisant de lui l'une des berlines électriques les plus rapides sur le marché. Outre ses performances de supercar, le Taycan Turbo S se distingue par son luxe et son raffinement. Son intérieur somptueux est équipé des dernières technologies, offrant un confort inégalé et une connectivité haut de gamme. De plus, en tant que véhicule électrique, il offre une conduite silencieuse et des émissions nulles, soulignant l'engagement de Porsche envers la durabilité et l'innovation."
Porsche,Sportive,911 Carrera GTS,2022,Gris,F6,450,"130,000","La Porsche 911 Carrera GTS est un véritable chef-d'œuvre d'ingénierie, mariant performances impressionnantes et design emblématique. Dotée d'un moteur six cylindres à plat, elle délivre une puissance remarquable, produisant plus de 450 chevaux. Grâce à cette puissance, la Carrera GTS peut atteindre une vitesse maximale de plus de 300 km/h, offrant ainsi des sensations fortes sur route ou sur piste. Outre ses performances de pointe, la Carrera GTS se distingue par son design distinctif, avec des éléments de style exclusifs tels que des jantes spécifiques, des entrées d'air élargies et des badges GTS. Son allure agressive et sa silhouette racée témoignent de son caractère sportif et de son héritage Porsche."
Porsche,Sportive,Macan Turbo *PACK PERFORMANCE*,2017,Noir,V6,440,"90,000","Le Porsche Macan Turbo Pack Performance (2017) représente l'apogée de la sportivité dans le segment des SUV compacts. Doté d'un moteur puissant, il délivre une puissance supérieure par rapport à la version standard, atteignant plus de 440 chevaux. Grâce à cette puissance accrue, le Macan Turbo Pack Performance peut atteindre une vitesse maximale impressionnante de plus de 270 km/h, faisant de lui l'un des SUV les plus rapides sur le marché. Outre ses performances exceptionnelles, le Macan Turbo Pack Performance se distingue par son design sportif et élégant, avec des éléments distinctifs tels que des prises d'air élargies, des jantes spécifiques et des badges Pack Performance. Son allure agressive et dynamique témoigne de son potentiel sur la route. À l'intérieur, l'habitacle du Macan Turbo Pack Performance offre un mélange de luxe et de technologie, avec des matériaux haut de gamme, des équipements de confort avancés et une connectivité de pointe. Les sièges sport, le volant multifonction et le système d'infodivertissement intuitif ajoutent à l'expérience de conduite haut de gamme."
Porsche,Sportive,718 Spyder,2018,Bleu,F6,400,"105,000","Le Porsche 718 Spyder est une voiture décapotable de prestige qui allie à la perfection performances et sensations. Sous son capot se trouve un moteur six cylindres à plat atmosphérique, délivrant une puissance impressionnante de plus de 400 chevaux. Grâce à cette puissance, la 718 Spyder offre des accélérations fulgurantes et une expérience de conduite dynamique. En termes de performances, la 718 Spyder peut atteindre une vitesse maximale de plus de 300 km/h, offrant ainsi des sensations fortes sur route ouverte. Son agilité et sa précision en font une véritable sportive, capable de s'attaquer aux virages les plus serrés avec aisance. Outre ses performances remarquables, la 718 Spyder séduit également par son design élégant et sportif. Avec ses lignes fluides et son allure racée, elle attire tous les regards sur son passage. Son habitacle, quant à lui, est à la fois luxueux et technologique, offrant un confort optimal et une connectivité de pointe pour une expérience de conduite incomparable."
Porsche,Sportive,Panamera Turbo S E-Hybrid,2022,Blanc,V8,680,"190,000","Le Porsche Panamera Turbo S E-Hybrid est une berline de luxe et de haute performance équipée d'un système hybride rechargeable. Sous son capot se cache un impressionnant moteur V8 biturbo associé à un moteur électrique, offrant une puissance totale combinée de plus de 680 chevaux. Cette puissance colossale permet au Panamera Turbo S E-Hybrid d'atteindre des performances époustouflantes, avec une accélération de 0 à 100 km/h en seulement quelques secondes. En termes de vitesse maximale, le Panamera Turbo S E-Hybrid peut atteindre des vitesses impressionnantes, dépassant facilement les 300 km/h. Cette combinaison de puissance brute et d'efficacité énergétique en fait une véritable bête sur la route, capable de rivaliser avec les supercars tout en offrant une conduite silencieuse et respectueuse de l'environnement en mode électrique. Outre ses performances remarquables, le Panamera Turbo S E-Hybrid se distingue également par son design sophistiqué et son habitacle luxueux. Avec ses lignes élégantes et son intérieur raffiné, il incarne le summum du luxe et de la sportivité chez Porsche. En outre, ses caractéristiques avancées en matière de connectivité et de confort offrent une expérience de conduite haut de gamme, aussi bien pour le conducteur que pour les passagers."
Aston Martin,Sportive,Vantage,2021,Bleu,V8,570,"190,000","L'Aston Martin Vantage incarne l'esprit sportif de la marque britannique. Lancée en 2021, cette voiture de sport élégante est équipée d'un moteur V8 biturbo de 4,0 litres développant plus de 500 chevaux. Avec son design audacieux et ses performances époustouflantes, la Vantage offre une expérience de conduite exaltante. Son habitacle raffiné combine luxe et technologie de pointe pour un confort optimal."
Aston Martin,Sportive,DB11,2021,Noir,V12,690,"120,000","L'Aston Martin DB11 est un modèle emblématique de la marque britannique Aston Martin, lancé en 2016 comme le successeur tant attendu de la DB9. Son introduction a été un moment crucial pour la marque, marquant une nouvelle ère de design et de performance. La DB11 a été saluée pour son design révolutionnaire, fusionnant l'héritage esthétique classique d'Aston Martin avec des éléments modernes et innovants. Ce grand tourer de luxe incarne le mariage parfait entre l'artisanat traditionnel et l'ingénierie de pointe. Sous son capot, elle abrite un moteur V8 ou V12 biturbo, offrant des performances extraordinaires qui élèvent l'expérience de conduite à des sommets vertigineux. Les ingénieurs d'Aston Martin ont intégré des technologies de pointe pour garantir des performances de classe mondiale tout en maintenant un niveau de confort et de sophistication incomparable."
Aston Martin,Sportive,DBS Superleggera,2022,Noir,V12,725,"270,000","L'Aston Martin DBS Superleggera est le fer de lance de la marque britannique Aston Martin, présentant une combinaison saisissante de performances exaltantes et de raffinement luxueux. Annoncée en grande pompe en 2018, cette voiture de sport grand tourisme incarne l'essence même de l'élégance et de la puissance. Arborant un design à la fois agressif et sophistiqué, la DBS Superleggera séduit au premier regard avec ses lignes sculpturales et son allure imposante. Son nom ""Superleggera"", qui signifie ""super légère"" en italien, témoigne de sa construction méticuleusement élaborée, où l'utilisation de matériaux ultralégers et de technologies de pointe permettent de réduire le poids tout en renforçant la structure. Sous son capot se cache un moteur V12 biturbo de 5,2 litres, symbole de puissance brute et de performances incroyables. Avec une puissance impressionnante et un couple généreux, la DBS Superleggera rugit sur les routes, offrant des accélérations fulgurantes et une vitesse de pointe de 305 km/h."
Aston Martin,Sportive,Valkyrie,2023,Vert,V12,1230,"3,500,000","L'Aston Martin Valkyrie, dévoilée en 2017, représente l'apogée de l'ingénierie automobile. Fruit de la collaboration entre Aston Martin et Red Bull Racing, cette hypercar incarne la fusion entre la technologie de pointe de la Formule 1 et le luxe exquis d'Aston Martin. Son design époustouflant, imprégné des principes aérodynamiques de la course automobile, témoigne de sa vocation à fendre l'air avec une efficacité maximale. Chaque courbe et chaque détail de la carrosserie ont été minutieusement conçus pour optimiser la stabilité à haute vitesse et l'appui au sol, offrant une expérience de conduite incomparable. Sous le capot se trouve un moteur V12 atmosphérique de 6,5 litres, développé par Cosworth, associé à un système hybride, offrant une puissance stupéfiante dépassant les 1000 chevaux. Cette puissance brutale propulse la Valkyrie à des vitesses vertigineuses, faisant de chaque trajet une expérience exaltante et inoubliable."
Aston Martin,Sportive,DBS GT Zagato,2022,Rouge,V12,790,"6,740,000","L'Aston Martin DBS GT Zagato est une pièce maîtresse de l'ingénierie automobile née d'une collaboration prestigieuse entre Aston Martin et le carrossier italien Zagato. Annoncée en 2019, cette voiture de sport incarne l'essence même du luxe et de l'exclusivité, tout en rendant hommage à l'héritage riche et légendaire des deux marques. Son design, magnifiquement sculpté et empreint de l'esthétique distinctive de Zagato, marie à la perfection l'élégance classique et l'innovation contemporaine. Chaque ligne fluide et chaque détail minutieusement travaillé témoignent du savoir-faire artisanal et de l'attention aux détails qui caractérisent les créations de Zagato. Sous le capot, la DBS GT Zagato bat au rythme d'un moteur V12 biturbo de 5,2 litres, délivrant une puissance époustouflante et des performances exaltantes à chaque pression sur l'accélérateur. Associée à une transmission automatique à huit vitesses, elle offre une expérience de conduite raffinée et dynamique, digne de l'insigne Aston Martin. Une chose a savoir est que les clients qui achèteront l'Aston Martin DBS GT Zagato recevront automatiquement la DB4 GT Zagato. Ainsi, ces voitures sont vendues par deux, et chaque paire coûte 6,74 millions d'euros hors taxes."
Aston Martin,Sportive,DBS Superleggera Volante,2024,Gris,V12,715,"329,900","L'Aston Martin DBS Superleggera Volante, dévoilée en 2020, incarne l'élégance intemporelle et la performance de pointe dans le segment des voitures de sport cabriolet. Cette déclinaison décapotable de la célèbre DBS Superleggera conserve toutes les caractéristiques qui ont fait du modèle coupé un symbole de luxe et de puissance, tout en ajoutant une dimension supplémentaire de plaisir de conduite au grand air. Son design, à la fois musclé et élégant, conserve les lignes fluides et dynamiques de la DBS Superleggera, mais avec un toit rétractable en toile qui peut être abaissé en quelques secondes pour offrir une expérience de conduite cabriolet ultime. La combinaison de la silhouette athlétique et du toit décapotable confère à la DBS Superleggera Volante un charme indéniable, attirant les regards admiratifs où qu'elle aille. Sous le capot, elle abrite le même moteur V12 biturbo de 5,2 litres que son homologue coupé, délivrant une puissance impressionnante et des performances de pointe. Accompagnée d'une transmission automatique à huit vitesses, elle offre une accélération fulgurante et une expérience de conduite exaltante, propulsant son conducteur vers de nouveaux sommets d'adrénaline à chaque pression sur l'accélérateur."
Aston Martin,Sportive,Speedster,2023,Vert,V12,790,"1,000,000","L'Aston Martin V12 Speedster, dévoilée en 2023, est une voiture de sport exceptionnelle qui marie le raffinement intemporel d'Aston Martin avec des performances spectaculaires et une esthétique audacieuse. Annoncée avec un enthousiasme palpable, cette édition spéciale limitée a rapidement captivé l'imagination des passionnés d'automobiles à travers le monde. Son design est une ode à l'héritage des voitures de sport classiques, avec des lignes fluides et musclées qui évoquent une nostalgie pour les bolides légendaires du passé. L'absence de pare-brise et le cockpit ouvert ajoutent une touche de théâtralité, invitant le conducteur à une expérience de conduite pure et immersive. Sous le capot, la V12 Speedster abrite un moteur V12 atmosphérique de 5,2 litres, développant une puissance impressionnante qui se traduit par des performances exaltantes. Associé à une transmission manuelle à sept vitesses, ce moteur offre une expérience de conduite authentique, rappelant les sensations brutes et authentiques des voitures de sport classiques."
Aston Martin,Sportive,Valhalla,2023,Gris,V12,780,"1,100,000","L'Aston Martin Valhalla, dévoilée initialement en tant que concept car sous le nom de code ""AM-RB 003"" en 2019, représente l'apogée de l'ingénierie automobile et de la collaboration entre Aston Martin et Red Bull Racing. Cette supercar hybride incarne l'alliance parfaite entre la puissance brute de la course automobile et le luxe sophistiqué propre à Aston Martin. Son design spectaculaire, héritier des technologies aérodynamiques de la Formule 1, est à la fois fonctionnel et esthétique. Chaque courbe, chaque détail a été soigneusement conçu pour optimiser la performance aérodynamique, générant un appui au sol remarquable tout en minimisant la traînée. Sous son capot se trouve un groupe motopropulseur hybride sophistiqué, associant un moteur V6 biturbo monté en position centrale à des moteurs électriques, offrant ainsi une combinaison inégalée de puissance et d'efficacité énergétique. Cette configuration permet à la Valhalla d'atteindre des performances exceptionnelles tout en réduisant son impact environnemental. Elle est limité a 500 exemplaires monde"
Aston Martin,Sportive,VANQUISH,2001,Gris,V12,715,"150,000","Dévoilée au Salon de Genève en mars 2001, la première génération de l’Aston Martin Vanquish fût construite en seulement 2 578 exemplaires entre 2001 et 2007, toutes versions confondues. Construite à la main dans l'usine historique de Newport Pagnell, elle est un jalon dans l'histoire d'Aston Martin avec un châssis tout en aluminium et en carbone. La carrosserie est intégralement façonnée à la main, ce qui ajoute de l'exclusivité à ce modèle moderne. De plus elle fût la première Aston Martin à proposer une boîte de vitesse séquentielle. Cette auto hérite d’un fabuleux V12 5.9L développant 460 chevaux. Ce dernier permet de propulser l’auto à 306 km/h, et de franchir la barre des 100 km/h en 5 secondes. Véritable mythe dans l’histoire d’Aston Martin, cette auto devient peu à peu un collector. Jusqu’en 2004, 1492 exemplaires de la Vanquish sortiront des chaînes de production, avant de céder la place à la Vanquish S. Authentique voiture de James Bond, puisqu'en 2002 elle sera la star de ""Meurs un autre Jour"", le vingtième opus de la saga. Bardée de gadgets et prise dans une spectaculaire poursuite sur la glace finlandaise contre une jaguar XKR, elle est la digne héritière de la DB5 de Goldfinger. Le modèle que nous vous proposons se trouve dans un état exceptionnel, avec seulement 28 900 kms parcourus. Il s'agit d'une version 2+2, option appréciable facturée 7 000 € à la commande."
Lamborghini,Sportive,Huracan Performante,2023,Vert,V10,631,"289,900","Avec son V10 5.2 de 640cv, la Lamborghini Huracan Performante est capable de se catapulter à 100 km/h en seulement 2.9 secondes et d'atteindre les 325 km/h de pointe. Capable de battre la célèbre Porsche 918 sur piste, la Performante est un outil qui redouble d'efficacité grâce à l'aéro. Elle a aussi le mérite de rester fidèle au V10 atmosphérique qui se veut atypique et rarissime au sein de la production. Notre exemplaire de première main est extrêmement bien configuré puisqu'il s'arme de toutes les options disponibles et nécessaires à la sportivité, l'efficacité, et au confort d'utilisation."
Lamborghini,Sportive,Aventador S Roadster,2021,Bleu,V12,715,"376,000","Lamborghini, la firme de Sant'Agata Bolognese, fait rêver toutes les générations depuis plus de 50 ans. Si elle a vu naître des icônes comme la Miura ou la Countach, sa gamme actuelle demeure l'une des plus prisées par les collectionneurs et les pilotes du monde entier. Dévoilée au Salon de Genève en 2011, l'Aventador a pris une place de choix dans l'histoire des V12 de cette fascinante marque italienne. Ce modèle en constante évolution a été remis de nombreuses fois au goût du jour avant d'aboutir à sa dernière version de série : l'Aventador S, un modèle profondément retravaillé présenté à l'IAA de Francfort en 2017, duquel ont découlé plusieurs séries spéciales comme les SVJ ou les Ultimae. L'Aventador S, dont le design a été revu avec un nouveau bouclier avant, de sublimes jantes, un diffuseur arrière retravaillé incluant désormais une triple sortie d'échappements, gagne également en confort d'utilisation, tout en conservant profondément l'ADN brutal de Lamborghini. En effet, elle adopte la transmission intégrale, une nouvelle suspension active et elle dispose également des quatre roues directrices, offrant une agilité améliorée à basse vitesse et plus de stabilité à haute vitesse."
Lamborghini,Sportive,gallardo LP570-4,2016,Orange,V12,650,"260,000","Du côté esthétique, quelques modifications la différencie de sa petite sœur. Entre autres, des bas de caisse en carbone, un capot moteur carbone, un bouclier arrière en carbone ainsi qu'un nouvel aileron optionnel en fibre de carbone fixe avec un feu d'arrêt incorporé fait son apparition cote extérieur. Un gros changement intérieur avec des sièges baquet, une console centrale et des panneaux de porte entièrement en carbone ainsi que de l'alcantara sur l'intégralité du tableau de bord, des sièges et du plafonnier, pour finir le fond de compteur passe de noir à blanc sur la superleggera. Du côté performance, elle gagne dix chevaux et perd 70 kg pour arriver à un poids total de 1 340 kg grâce à l'utilisation intensive de fibre de carbone... Grâce à tout ceci, elle abat maintenant le 0 à 100 km/h en 3,4 secondes ce qui est aussi bien que sa concurrente la plus directe, la nouvelle Ferrari 458 Italia et le 0 à 200 km/h en 10,2 secondes. Avec un temps de 7,38 minutes sur le célèbre circuit du Nurburgring en Allemagne. Pour ce qui est de la consommation, on est très loin du 17 L/100 km de la première Gallardo puisque les chiffres annoncés par Lamborghini sont de 13,5 L/100 km avec la boîte automatique e-Gear et 14,4 L/100 km avec la boîte manuelle qui est très rare sur le marché.Au total il y a eu 150 exemplaires de Lamborghini Gallardo LP570-4 Superleggera produit de 2010 à 2013."
